               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,            0.011444,           0.0048574,          0.00035648,             0.99247,             0.99315,             0.99423,             0.89299,           0.0057706,           0.0025959,          0.00015835,           0.0071092,           0.0071092,           0.0071092
                 148,            0.010868,           0.0047229,          0.00033685,             0.97786,             0.98014,             0.99328,             0.88809,           0.0059587,           0.0026935,          0.00047823,           0.0070894,           0.0070894,           0.0070894
                 149,            0.011816,           0.0046073,          0.00046562,             0.99722,             0.99398,             0.99437,             0.89438,           0.0059062,           0.0026284,          0.00015118,           0.0070696,           0.0070696,           0.0070696
                 150,            0.011895,           0.0048098,           0.0004683,             0.99549,              0.9921,             0.99425,             0.89844,           0.0057939,            0.002612,          0.00015522,           0.0070498,           0.0070498,           0.0070498
                 151,            0.011214,            0.004821,            0.000411,             0.98691,             0.98773,             0.99386,             0.88867,           0.0058875,            0.002653,          0.00021576,             0.00703,             0.00703,             0.00703
                 152,            0.011421,           0.0048483,          0.00042645,             0.99607,             0.99458,             0.99431,              0.8933,           0.0058901,           0.0026641,          0.00015762,           0.0070102,           0.0070102,           0.0070102
                 153,            0.010919,           0.0047342,          0.00039158,             0.99409,             0.99458,             0.99428,             0.89776,           0.0057358,           0.0026523,          0.00015383,           0.0069904,           0.0069904,           0.0069904
                 154,            0.011416,           0.0046339,          0.00031277,               0.994,             0.99544,              0.9943,             0.89618,            0.005826,           0.0025883,          0.00015658,           0.0069706,           0.0069706,           0.0069706
                 155,            0.011096,           0.0046911,          0.00035533,             0.99497,             0.99474,             0.99429,             0.89504,           0.0058234,           0.0026256,          0.00015412,           0.0069508,           0.0069508,           0.0069508
                 156,            0.011323,           0.0045609,          0.00053226,             0.99583,             0.99534,             0.99432,             0.89911,           0.0057254,           0.0025706,          0.00015441,            0.006931,            0.006931,            0.006931
                 157,            0.010512,           0.0045513,          0.00038813,             0.99408,             0.99448,             0.99434,              0.8995,           0.0057911,           0.0025601,          0.00014423,           0.0069112,           0.0069112,           0.0069112
                 158,            0.010534,           0.0045688,          0.00031052,             0.99638,             0.98932,             0.99427,             0.89942,           0.0056449,           0.0025506,          0.00015033,           0.0068914,           0.0068914,           0.0068914
                 159,            0.010596,           0.0046232,          0.00036634,             0.99617,             0.99037,             0.99423,             0.89786,           0.0056419,           0.0025429,          0.00014468,           0.0068716,           0.0068716,           0.0068716
                 160,            0.011086,           0.0046519,          0.00037546,             0.99481,             0.99491,             0.99431,             0.89562,           0.0058069,            0.002598,          0.00014449,           0.0068518,           0.0068518,           0.0068518
                 161,            0.010554,           0.0046477,          0.00034192,             0.98316,             0.98195,             0.99291,             0.89421,           0.0058986,           0.0026195,          0.00049186,            0.006832,            0.006832,            0.006832
                 162,            0.011306,           0.0046103,          0.00037654,             0.99015,             0.99035,             0.99421,             0.89936,           0.0057559,           0.0025554,          0.00019677,           0.0068122,           0.0068122,           0.0068122
                 163,            0.010173,           0.0045383,           0.0003192,             0.99497,             0.99218,             0.99419,             0.89951,           0.0057482,           0.0025904,          0.00015694,           0.0067924,           0.0067924,           0.0067924
                 164,            0.011087,           0.0046623,          0.00045382,             0.99447,             0.99398,             0.99423,             0.89857,           0.0057107,           0.0025212,          0.00015905,           0.0067726,           0.0067726,           0.0067726
                 165,            0.009845,           0.0045178,          0.00032531,              0.9955,             0.99414,             0.99432,             0.90089,           0.0058155,           0.0025872,          0.00015145,           0.0067528,           0.0067528,           0.0067528
                 166,            0.010595,           0.0045676,           0.0003655,             0.98889,             0.98817,             0.99382,             0.89946,           0.0056904,           0.0026155,          0.00026431,            0.006733,            0.006733,            0.006733
                 167,            0.010727,           0.0045738,          0.00037157,              0.9955,             0.99218,             0.99422,             0.90139,           0.0056964,           0.0025942,          0.00014956,           0.0067132,           0.0067132,           0.0067132
                 168,            0.011517,           0.0045179,          0.00038039,             0.99462,             0.99041,              0.9942,              0.9008,           0.0055319,           0.0025425,          0.00014442,           0.0066934,           0.0066934,           0.0066934
                 169,            0.010615,           0.0045801,          0.00030816,             0.99406,             0.99186,             0.99427,             0.89724,           0.0057462,           0.0025743,          0.00014704,           0.0066736,           0.0066736,           0.0066736
                 170,           0.0099032,           0.0047219,          0.00035207,             0.99627,             0.99218,             0.99427,             0.89563,           0.0057808,           0.0026068,          0.00014365,           0.0066538,           0.0066538,           0.0066538
                 171,            0.010413,           0.0046905,          0.00032514,             0.99677,             0.98653,             0.99418,             0.89971,           0.0055631,           0.0025397,          0.00013829,            0.006634,            0.006634,            0.006634
                 172,            0.010424,           0.0043898,          0.00033996,             0.99345,              0.9911,             0.99428,             0.90497,           0.0055459,           0.0025408,          0.00014475,           0.0066142,           0.0066142,           0.0066142
                 173,            0.009888,           0.0045048,          0.00033304,             0.99332,             0.99338,             0.99427,             0.90712,           0.0055401,           0.0025239,          0.00014644,           0.0065944,           0.0065944,           0.0065944
                 174,            0.010502,           0.0044761,          0.00037439,             0.99121,             0.98492,             0.99399,             0.90117,           0.0056692,           0.0026235,          0.00023488,           0.0065746,           0.0065746,           0.0065746
                 175,            0.011459,           0.0044824,          0.00048305,             0.99001,             0.98994,             0.99411,             0.90357,           0.0055545,           0.0025661,          0.00017295,           0.0065548,           0.0065548,           0.0065548
                 176,            0.010514,           0.0045535,          0.00035101,              0.9899,             0.99097,             0.99387,             0.90443,            0.005573,            0.002517,          0.00017556,            0.006535,            0.006535,            0.006535
                 177,            0.011322,           0.0045431,           0.0003716,             0.99264,             0.99045,             0.99425,             0.90782,           0.0055396,           0.0025106,          0.00013617,           0.0065152,           0.0065152,           0.0065152
                 178,            0.010571,           0.0045753,          0.00033689,             0.99559,             0.98412,             0.99421,             0.90117,           0.0056046,           0.0025205,          0.00013966,           0.0064954,           0.0064954,           0.0064954
                 179,            0.010416,           0.0044699,          0.00034126,             0.98909,             0.99311,             0.99424,               0.896,           0.0056563,           0.0026055,          0.00014208,           0.0064756,           0.0064756,           0.0064756
                 180,            0.011256,           0.0047778,          0.00042208,             0.98832,             0.99639,             0.99424,             0.89902,           0.0056067,           0.0025505,          0.00013698,           0.0064558,           0.0064558,           0.0064558
                 181,            0.011594,           0.0047514,          0.00041793,             0.99777,             0.98591,             0.99423,             0.90128,           0.0056423,           0.0025636,          0.00013364,            0.006436,            0.006436,            0.006436
                 182,            0.011536,           0.0047041,          0.00039349,             0.99609,             0.98585,             0.99414,             0.90309,           0.0055552,           0.0025392,          0.00013551,           0.0064162,           0.0064162,           0.0064162
                 183,            0.010724,           0.0047175,          0.00041991,             0.99756,             0.98551,             0.99421,             0.89963,           0.0055556,           0.0025276,          0.00013273,           0.0063964,           0.0063964,           0.0063964
                 184,           0.0099841,           0.0044843,          0.00033099,              0.9932,             0.98805,             0.99421,             0.90459,           0.0056357,           0.0025624,          0.00013873,           0.0063766,           0.0063766,           0.0063766
                 185,            0.011498,           0.0046081,          0.00044684,             0.99655,             0.98292,             0.99404,             0.90567,            0.005552,           0.0025318,          0.00013961,           0.0063568,           0.0063568,           0.0063568
                 186,           0.0096142,           0.0046644,           0.0002682,             0.99686,             0.98752,             0.99411,              0.9011,            0.005613,           0.0025472,          0.00012881,            0.006337,            0.006337,            0.006337
                 187,           0.0099661,           0.0045383,          0.00034805,             0.99584,             0.98645,             0.99415,             0.90013,           0.0056533,           0.0025456,          0.00013028,           0.0063172,           0.0063172,           0.0063172
                 188,            0.010975,           0.0046088,          0.00040787,             0.99638,              0.9876,             0.99424,             0.90263,            0.005538,           0.0025003,          0.00012872,           0.0062974,           0.0062974,           0.0062974
                 189,            0.010187,           0.0044151,          0.00031432,              0.9969,             0.98845,             0.99423,             0.89838,           0.0056175,           0.0025383,           0.0001279,           0.0062776,           0.0062776,           0.0062776
                 190,           0.0094217,           0.0045129,          0.00030731,             0.99309,             0.98604,              0.9942,             0.90056,           0.0055126,           0.0025456,          0.00014279,           0.0062578,           0.0062578,           0.0062578
                 191,            0.010657,             0.00453,          0.00033516,             0.99582,             0.98845,             0.99426,             0.90317,           0.0054797,           0.0024892,            0.000128,            0.006238,            0.006238,            0.006238
                 192,           0.0091733,           0.0045317,          0.00025129,             0.99494,             0.98781,             0.99399,             0.90353,           0.0054363,           0.0025245,          0.00018308,           0.0062182,           0.0062182,           0.0062182
                 193,           0.0099711,           0.0044242,           0.0003164,             0.99756,             0.98808,             0.99429,             0.90505,           0.0054385,           0.0024996,          0.00012708,           0.0061984,           0.0061984,           0.0061984
                 194,            0.010621,           0.0044118,           0.0003951,             0.99427,             0.98845,             0.99427,              0.9053,           0.0054141,           0.0025084,          0.00013152,           0.0061786,           0.0061786,           0.0061786
                 195,           0.0096886,           0.0044015,          0.00031134,             0.99665,             0.98845,             0.99434,             0.90212,           0.0054543,           0.0025078,           0.0001282,           0.0061588,           0.0061588,           0.0061588
                 196,           0.0092147,           0.0043318,          0.00024834,             0.99741,             0.98804,             0.99431,             0.90256,           0.0054909,           0.0024918,          0.00012484,            0.006139,            0.006139,            0.006139
                 197,            0.010222,           0.0043548,          0.00032625,             0.99695,             0.98661,             0.99427,              0.9056,           0.0054662,           0.0024999,          0.00012523,           0.0061192,           0.0061192,           0.0061192
                 198,           0.0099983,           0.0046029,          0.00034567,             0.99748,             0.98714,             0.99426,             0.90746,           0.0053766,           0.0024657,          0.00013085,           0.0060994,           0.0060994,           0.0060994
                 199,           0.0090737,           0.0043306,          0.00030719,             0.99474,             0.98803,             0.99422,             0.90763,           0.0053195,           0.0024394,          0.00012434,           0.0060796,           0.0060796,           0.0060796
                 200,            0.010204,           0.0043941,          0.00031528,             0.99517,             0.98765,             0.99424,             0.90618,           0.0053864,           0.0024494,          0.00012478,           0.0060598,           0.0060598,           0.0060598
                 201,            0.010716,           0.0043717,          0.00038152,             0.99209,             0.98725,             0.99418,             0.90377,           0.0054307,           0.0024943,          0.00014075,             0.00604,             0.00604,             0.00604
                 202,            0.010496,            0.004451,          0.00033232,              0.9973,             0.98733,             0.99423,             0.90101,           0.0054891,           0.0025076,          0.00012415,           0.0060202,           0.0060202,           0.0060202
                 203,            0.010484,           0.0045136,          0.00033197,              0.9975,              0.9872,             0.99424,             0.90097,           0.0054738,           0.0025378,          0.00012677,           0.0060004,           0.0060004,           0.0060004
                 204,           0.0094082,           0.0044684,          0.00031107,             0.99366,             0.99142,             0.99426,             0.89912,           0.0055623,           0.0024941,          0.00012323,           0.0059806,           0.0059806,           0.0059806
                 205,           0.0094278,           0.0043415,          0.00029849,             0.99663,             0.99218,             0.99423,             0.90015,           0.0055064,           0.0025035,          0.00012073,           0.0059608,           0.0059608,           0.0059608
                 206,            0.010121,            0.004462,           0.0003234,             0.99696,             0.98781,             0.99418,             0.90092,           0.0055828,           0.0025108,          0.00011711,            0.005941,            0.005941,            0.005941
                 207,            0.010003,           0.0044682,          0.00028828,             0.99636,             0.98992,             0.99419,             0.90458,           0.0056009,           0.0024838,          0.00012032,           0.0059212,           0.0059212,           0.0059212
                 208,            0.009784,           0.0044714,          0.00034333,             0.99658,             0.98954,             0.99415,             0.90636,           0.0054727,           0.0024621,          0.00011867,           0.0059014,           0.0059014,           0.0059014
                 209,             0.01016,           0.0044677,          0.00037671,             0.99871,             0.98725,             0.99417,             0.90392,            0.005485,           0.0024991,          0.00012303,           0.0058816,           0.0058816,           0.0058816
                 210,            0.010156,           0.0044359,          0.00033604,             0.99111,             0.99102,             0.99409,             0.90529,           0.0054711,           0.0024984,          0.00011846,           0.0058618,           0.0058618,           0.0058618
                 211,           0.0097087,           0.0044765,          0.00030241,             0.99328,             0.99467,             0.99417,             0.90616,           0.0053579,           0.0024501,           0.0001162,            0.005842,            0.005842,            0.005842
                 212,            0.010129,           0.0044917,          0.00030969,             0.99223,             0.99376,             0.99421,             0.90845,           0.0054136,           0.0024678,          0.00011549,           0.0058222,           0.0058222,           0.0058222
                 213,            0.009515,            0.004353,          0.00030526,             0.99155,             0.99602,             0.99424,             0.90975,           0.0053797,           0.0024379,           0.0001193,           0.0058024,           0.0058024,           0.0058024
                 214,           0.0089206,           0.0044513,          0.00026747,             0.99594,             0.99412,             0.99426,             0.90851,           0.0053611,           0.0024246,          0.00011567,           0.0057826,           0.0057826,           0.0057826
                 215,           0.0095597,           0.0042934,          0.00026209,             0.99729,             0.99392,             0.99425,              0.9073,           0.0053669,           0.0024512,          0.00011576,           0.0057628,           0.0057628,           0.0057628
                 216,           0.0099816,           0.0043421,          0.00035988,             0.99199,             0.99579,             0.99423,              0.9066,           0.0053885,           0.0024538,          0.00011765,            0.005743,            0.005743,            0.005743
                 217,           0.0095673,            0.004403,          0.00035354,             0.99319,             0.99448,             0.99421,             0.90608,           0.0053648,           0.0024279,          0.00011782,           0.0057232,           0.0057232,           0.0057232
                 218,            0.010161,           0.0043896,          0.00030339,             0.99132,             0.99338,             0.99427,             0.90635,           0.0053779,            0.002434,          0.00011746,           0.0057034,           0.0057034,           0.0057034
                 219,           0.0098528,           0.0044456,          0.00030005,             0.99636,             0.99172,             0.99428,             0.90655,           0.0054107,           0.0024692,          0.00011127,           0.0056836,           0.0056836,           0.0056836
                 220,           0.0094276,           0.0043896,          0.00025618,             0.99575,             0.99078,             0.99428,             0.90694,           0.0053762,           0.0024612,          0.00011712,           0.0056638,           0.0056638,           0.0056638
                 221,            0.009474,             0.00423,          0.00036916,             0.98945,             0.99097,             0.99423,             0.90736,           0.0053598,           0.0024546,          0.00012633,            0.005644,            0.005644,            0.005644
                 222,            0.010412,           0.0042714,          0.00038591,             0.99289,             0.99208,             0.99429,             0.90378,           0.0054324,           0.0024659,          0.00011147,           0.0056242,           0.0056242,           0.0056242
                 223,           0.0096113,            0.004491,           0.0002878,             0.99635,             0.99048,             0.99424,              0.9031,           0.0053795,           0.0024768,           0.0001119,           0.0056044,           0.0056044,           0.0056044
                 224,            0.010078,           0.0043692,           0.0002725,             0.99639,             0.98974,             0.99418,             0.90832,           0.0054021,           0.0024602,          0.00011212,           0.0055846,           0.0055846,           0.0055846
                 225,           0.0099975,           0.0043577,          0.00029837,              0.9965,             0.98837,             0.99419,              0.9088,             0.00538,           0.0024654,          0.00011415,           0.0055648,           0.0055648,           0.0055648
                 226,            0.010243,           0.0042616,          0.00032277,             0.99001,              0.9943,             0.99423,             0.90798,           0.0053706,           0.0024687,          0.00011221,            0.005545,            0.005545,            0.005545
                 227,           0.0093453,           0.0043502,          0.00024623,             0.99515,             0.99039,             0.99427,             0.90783,            0.005374,           0.0024631,          0.00011083,           0.0055252,           0.0055252,           0.0055252
                 228,           0.0093443,            0.004222,          0.00031557,             0.99688,              0.9901,             0.99427,             0.90853,           0.0053444,           0.0024633,          0.00011304,           0.0055054,           0.0055054,           0.0055054
                 229,            0.009574,           0.0043476,          0.00028858,             0.99579,             0.99098,             0.99429,             0.90618,           0.0053562,           0.0024644,          0.00011444,           0.0054856,           0.0054856,           0.0054856
                 230,           0.0093751,           0.0042625,          0.00025414,             0.99415,             0.99204,             0.99427,             0.90743,           0.0053142,           0.0024458,          0.00011636,           0.0054658,           0.0054658,           0.0054658
                 231,           0.0090761,            0.004321,          0.00020626,             0.99633,             0.99192,             0.99427,              0.9085,           0.0052579,           0.0024415,          0.00011458,            0.005446,            0.005446,            0.005446
                 232,           0.0098654,            0.004166,          0.00034455,             0.99587,             0.99261,             0.99426,             0.90546,           0.0053411,           0.0024521,          0.00011561,           0.0054262,           0.0054262,           0.0054262
                 233,           0.0093247,           0.0042348,          0.00028459,             0.99458,             0.99435,             0.99428,             0.90672,            0.005391,           0.0024468,          0.00011552,           0.0054064,           0.0054064,           0.0054064
                 234,           0.0087376,           0.0042388,          0.00031483,             0.99401,              0.9957,             0.99428,             0.90769,           0.0053265,           0.0024318,          0.00011418,           0.0053866,           0.0053866,           0.0053866
                 235,           0.0095787,           0.0042136,          0.00033428,             0.99519,             0.99498,             0.99428,             0.90873,           0.0053181,            0.002442,           0.0001138,           0.0053668,           0.0053668,           0.0053668
                 236,           0.0086086,           0.0041959,          0.00027495,             0.99241,             0.99551,             0.99428,             0.90873,            0.005308,           0.0024365,          0.00011504,            0.005347,            0.005347,            0.005347
                 237,           0.0097352,           0.0041314,          0.00030035,             0.99458,             0.99372,             0.99427,             0.90785,           0.0053222,           0.0024221,          0.00011505,           0.0053272,           0.0053272,           0.0053272
                 238,            0.010272,            0.004109,          0.00030776,             0.98961,             0.99579,             0.99426,             0.90935,           0.0053145,           0.0024237,          0.00011507,           0.0053074,           0.0053074,           0.0053074
                 239,           0.0087432,           0.0042079,          0.00031178,             0.99179,             0.99338,             0.99425,             0.90893,           0.0053101,           0.0024301,          0.00011247,           0.0052876,           0.0052876,           0.0052876
                 240,           0.0095149,           0.0042233,          0.00029757,             0.99508,             0.99199,             0.99426,             0.90899,           0.0053047,           0.0024452,          0.00011076,           0.0052678,           0.0052678,           0.0052678
                 241,           0.0096118,           0.0042257,          0.00034813,             0.99308,             0.99447,             0.99428,             0.90918,           0.0052774,           0.0024343,          0.00011071,            0.005248,            0.005248,            0.005248
                 242,           0.0089352,           0.0041634,          0.00023092,             0.99647,             0.99043,             0.99425,             0.90878,           0.0052806,           0.0024203,          0.00011292,           0.0052282,           0.0052282,           0.0052282
                 243,           0.0091628,           0.0041514,          0.00025309,             0.99697,             0.99093,             0.99425,             0.90626,           0.0053067,           0.0024216,          0.00011093,           0.0052084,           0.0052084,           0.0052084
                 244,            0.009415,           0.0040539,          0.00034257,             0.99697,             0.99112,             0.99425,              0.9063,           0.0052835,           0.0024252,           0.0001089,           0.0051886,           0.0051886,           0.0051886
                 245,           0.0089043,           0.0041456,          0.00027713,             0.99428,             0.99338,             0.99428,             0.90878,           0.0052892,           0.0024098,          0.00010837,           0.0051688,           0.0051688,           0.0051688
                 246,           0.0085987,           0.0041313,          0.00021938,             0.99649,             0.99095,             0.99428,             0.90907,           0.0052373,            0.002406,          0.00010926,            0.005149,            0.005149,            0.005149
                 247,           0.0089677,           0.0039857,          0.00028693,             0.99405,              0.9936,             0.99429,             0.90737,           0.0052664,           0.0024159,          0.00011009,           0.0051292,           0.0051292,           0.0051292
                 248,            0.008756,           0.0040899,          0.00026099,             0.99259,             0.99531,             0.99427,             0.90848,           0.0052387,           0.0024009,          0.00011011,           0.0051094,           0.0051094,           0.0051094
                 249,           0.0084306,           0.0040417,          0.00022605,             0.99636,             0.99187,             0.99427,             0.90886,           0.0052188,           0.0023893,           0.0001112,           0.0050896,           0.0050896,           0.0050896
                 250,           0.0095068,            0.004083,          0.00033172,             0.99636,             0.99238,             0.99428,             0.90771,           0.0052105,           0.0023898,          0.00011397,           0.0050698,           0.0050698,           0.0050698
                 251,            0.009173,           0.0040884,          0.00031509,             0.99577,             0.99362,             0.99427,             0.90897,           0.0052252,            0.002389,          0.00011164,             0.00505,             0.00505,             0.00505
                 252,           0.0096199,           0.0040237,          0.00034609,               0.994,             0.99501,             0.99426,             0.90952,           0.0052114,           0.0023953,           0.0001098,           0.0050302,           0.0050302,           0.0050302
                 253,           0.0096854,           0.0040838,          0.00033215,             0.99489,             0.99438,             0.99426,             0.90695,           0.0052229,            0.002417,          0.00011037,           0.0050104,           0.0050104,           0.0050104
                 254,            0.008838,           0.0039877,          0.00027319,             0.99517,             0.99315,             0.99428,             0.90751,           0.0052227,           0.0024153,          0.00011011,           0.0049906,           0.0049906,           0.0049906
                 255,             0.00879,           0.0040884,          0.00025747,             0.99517,             0.99334,             0.99429,              0.9071,           0.0052234,           0.0024005,          0.00010891,           0.0049708,           0.0049708,           0.0049708
                 256,            0.010063,           0.0041264,          0.00034887,             0.99339,             0.99406,             0.99428,             0.90978,           0.0052429,           0.0023971,          0.00010823,            0.004951,            0.004951,            0.004951
                 257,           0.0089531,           0.0041127,           0.0002854,             0.99399,             0.99473,             0.99428,             0.90795,           0.0052873,           0.0024008,          0.00010817,           0.0049312,           0.0049312,           0.0049312
                 258,           0.0095387,           0.0041279,          0.00036962,             0.99373,             0.99505,              0.9943,             0.90889,           0.0052683,           0.0023989,          0.00010764,           0.0049114,           0.0049114,           0.0049114
                 259,           0.0091454,           0.0040565,          0.00033766,             0.99517,               0.993,             0.99431,             0.90936,           0.0052642,           0.0024025,          0.00010759,           0.0048916,           0.0048916,           0.0048916
                 260,           0.0088998,           0.0040853,          0.00026457,             0.99433,             0.99576,              0.9943,             0.90849,           0.0052711,           0.0024021,          0.00010646,           0.0048718,           0.0048718,           0.0048718
                 261,           0.0083911,           0.0040821,          0.00020589,             0.99518,             0.99456,              0.9943,             0.91093,           0.0052803,           0.0023938,          0.00010326,            0.004852,            0.004852,            0.004852
                 262,           0.0088634,           0.0039788,          0.00023494,             0.99476,             0.99472,              0.9943,             0.90828,           0.0052847,           0.0024009,          0.00010335,           0.0048322,           0.0048322,           0.0048322
                 263,             0.00885,           0.0040698,          0.00030996,             0.99375,             0.99452,             0.99431,             0.90895,           0.0052677,           0.0024139,          0.00010356,           0.0048124,           0.0048124,           0.0048124
                 264,           0.0086875,           0.0040324,          0.00031993,             0.99668,             0.99316,             0.99432,             0.91089,           0.0052576,           0.0024034,          0.00010283,           0.0047926,           0.0047926,           0.0047926
                 265,            0.008823,           0.0040803,          0.00023243,             0.99637,             0.99296,             0.99432,             0.90928,           0.0052576,           0.0024101,          0.00010108,           0.0047728,           0.0047728,           0.0047728
                 266,           0.0081778,           0.0041153,           0.0002613,             0.99292,             0.99519,             0.99433,             0.90969,           0.0052459,           0.0023969,          0.00010033,            0.004753,            0.004753,            0.004753
                 267,           0.0083777,           0.0040884,            0.000198,             0.99313,             0.99572,             0.99432,             0.91041,           0.0052349,            0.002379,          9.9832e-05,           0.0047332,           0.0047332,           0.0047332
                 268,           0.0088322,           0.0040495,          0.00025712,             0.99459,             0.99515,              0.9943,             0.90895,           0.0052642,           0.0023788,          0.00010007,           0.0047134,           0.0047134,           0.0047134
                 269,           0.0084618,           0.0041273,          0.00024626,             0.99195,              0.9952,              0.9943,             0.91066,            0.005278,           0.0023707,          9.8459e-05,           0.0046936,           0.0046936,           0.0046936
                 270,           0.0084197,           0.0040062,            0.000241,             0.99208,             0.99493,              0.9943,             0.90931,           0.0052776,           0.0023703,          9.7454e-05,           0.0046738,           0.0046738,           0.0046738
                 271,           0.0085822,           0.0040463,          0.00027695,             0.99181,             0.99546,             0.99425,             0.90884,           0.0053096,           0.0023745,           9.887e-05,            0.004654,            0.004654,            0.004654
                 272,           0.0089118,           0.0040167,          0.00027289,             0.99209,             0.99581,             0.99427,             0.90875,           0.0053271,           0.0023812,          9.9993e-05,           0.0046342,           0.0046342,           0.0046342
                 273,           0.0084764,           0.0040524,          0.00020283,              0.9946,             0.99588,             0.99428,             0.90869,           0.0052934,           0.0023753,          9.8068e-05,           0.0046144,           0.0046144,           0.0046144
                 274,           0.0095778,           0.0040294,          0.00035352,             0.99436,             0.99635,             0.99428,             0.90801,           0.0052649,           0.0023792,          9.9354e-05,           0.0045946,           0.0045946,           0.0045946
                 275,           0.0083101,           0.0041287,          0.00020742,             0.99535,              0.9942,             0.99429,             0.90935,           0.0052572,           0.0023747,          0.00010021,           0.0045748,           0.0045748,           0.0045748
                 276,            0.008464,            0.004081,          0.00023245,             0.99605,             0.99423,              0.9943,             0.90984,           0.0052272,           0.0023769,          9.9022e-05,            0.004555,            0.004555,            0.004555
                 277,            0.008764,           0.0040703,          0.00032044,             0.99294,              0.9946,             0.99429,             0.91078,           0.0052277,            0.002368,          9.8753e-05,           0.0045352,           0.0045352,           0.0045352
                 278,           0.0083497,           0.0039852,          0.00023101,             0.99279,             0.99455,             0.99427,             0.91131,           0.0052327,           0.0023643,          9.6167e-05,           0.0045154,           0.0045154,           0.0045154
                 279,           0.0086691,           0.0040483,          0.00027943,             0.99263,             0.99453,             0.99428,             0.91112,            0.005218,           0.0023653,          9.6712e-05,           0.0044956,           0.0044956,           0.0044956
                 280,           0.0089696,           0.0041095,           0.0002829,              0.9932,             0.99445,             0.99429,             0.91095,           0.0052256,           0.0023721,          9.5383e-05,           0.0044758,           0.0044758,           0.0044758
                 281,           0.0090684,           0.0039243,          0.00028181,             0.99554,              0.9931,             0.99429,             0.91168,           0.0051992,           0.0023622,          9.2439e-05,            0.004456,            0.004456,            0.004456
                 282,           0.0086503,           0.0040704,          0.00024882,             0.99646,             0.99314,             0.99427,             0.91115,           0.0052017,           0.0023749,          9.0021e-05,           0.0044362,           0.0044362,           0.0044362
                 283,           0.0078983,           0.0040199,            0.000243,             0.99383,             0.99602,             0.99428,             0.91125,           0.0051759,            0.002366,          8.8735e-05,           0.0044164,           0.0044164,           0.0044164
                 284,           0.0084171,           0.0039813,          0.00020368,             0.99688,             0.99313,              0.9943,             0.91056,            0.005168,           0.0023537,          8.5812e-05,           0.0043966,           0.0043966,           0.0043966
                 285,           0.0088784,           0.0040362,          0.00025772,             0.99697,             0.99318,             0.99429,             0.91262,           0.0052069,           0.0023544,          8.3622e-05,           0.0043768,           0.0043768,           0.0043768
                 286,            0.009108,            0.003959,          0.00027508,             0.99666,             0.99452,             0.99431,              0.9114,           0.0052249,           0.0023582,          8.4412e-05,            0.004357,            0.004357,            0.004357
                 287,           0.0083151,           0.0040314,          0.00020832,             0.99697,             0.99255,              0.9943,             0.91144,           0.0052223,           0.0023536,          8.3658e-05,           0.0043372,           0.0043372,           0.0043372
                 288,           0.0090447,           0.0039678,          0.00027164,             0.99157,             0.99699,             0.99429,             0.91002,           0.0052183,           0.0023566,          8.3728e-05,           0.0043174,           0.0043174,           0.0043174
                 289,            0.008306,           0.0039554,          0.00027105,             0.99174,             0.99699,             0.99429,             0.91066,            0.005211,           0.0023623,          8.4781e-05,           0.0042976,           0.0042976,           0.0042976
                 290,           0.0089923,           0.0039011,          0.00029546,             0.99182,             0.99699,             0.99429,             0.91128,           0.0052084,           0.0023668,          8.4023e-05,           0.0042778,           0.0042778,           0.0042778
                 291,           0.0085424,           0.0039295,          0.00030873,             0.99201,              0.9959,             0.99429,             0.90966,           0.0052244,           0.0023722,          8.3998e-05,            0.004258,            0.004258,            0.004258
                 292,           0.0084569,           0.0039636,          0.00031359,             0.99425,             0.99427,             0.99429,             0.90902,           0.0052241,           0.0023748,          8.4403e-05,           0.0042382,           0.0042382,           0.0042382
                 293,           0.0074235,           0.0039666,          0.00020491,             0.99442,             0.99458,             0.99428,             0.90896,           0.0051954,           0.0023693,          8.5532e-05,           0.0042184,           0.0042184,           0.0042184
                 294,           0.0085799,           0.0040025,          0.00025997,             0.99458,             0.99396,             0.99428,              0.9092,           0.0051876,            0.002362,          8.6385e-05,           0.0041986,           0.0041986,           0.0041986
                 295,            0.008246,           0.0039805,          0.00025236,             0.99442,             0.99503,             0.99427,             0.90905,           0.0052111,           0.0023656,          8.5985e-05,           0.0041788,           0.0041788,           0.0041788
                 296,           0.0083308,           0.0040034,          0.00024769,             0.99461,             0.99386,             0.99426,             0.90803,           0.0052247,           0.0023684,           8.487e-05,            0.004159,            0.004159,            0.004159
                 297,           0.0087248,           0.0039932,          0.00024513,             0.99464,             0.99418,             0.99426,             0.90861,            0.005228,           0.0023683,          8.4385e-05,           0.0041392,           0.0041392,           0.0041392
                 298,           0.0089926,           0.0040726,          0.00022078,             0.99241,             0.99491,             0.99425,             0.91125,           0.0052212,           0.0023637,          8.3721e-05,           0.0041194,           0.0041194,           0.0041194
                 299,           0.0081128,           0.0040501,          0.00022302,             0.99211,             0.99519,             0.99426,             0.91106,           0.0052173,           0.0023571,          8.3523e-05,           0.0040996,           0.0040996,           0.0040996
                 300,           0.0084676,           0.0039353,          0.00025982,             0.99242,             0.99452,             0.99428,             0.91025,           0.0052238,           0.0023614,          8.2775e-05,           0.0040798,           0.0040798,           0.0040798
